"","Row.names","group","indval","pvalue","freq","OTU.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","058a2c5ecfa5e322f4f5a971586dd2f1",2,0.251028806584362,0.004,1,"058a2c5ecfa5e322f4f5a971586dd2f1","D_0__Bacteria","D_1__Deinococcus-Thermus","D_2__Deinococci","D_3__Deinococcales","D_4__Deinococcaceae","D_5__Deinococcus","D_6__Deinococcus pimensis DSM 21231"
"2","06fb1ecbec8d7add3f40f493990882e4",2,0.385310054184226,0.012,15,"06fb1ecbec8d7add3f40f493990882e4","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Adhaeribacter","D_6__Hymenobacter sp. 29F"
"3","073b8b1a6b7b34c6d678df2054fabd46",2,0.409227429280316,0.04,1,"073b8b1a6b7b34c6d678df2054fabd46","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Nostocales","D_4__Coleofasciculaceae","D_5__uncultured","D_6__uncultured Oscillatoriales cyanobacterium"
"4","0a10abda6ccb2d451ed85858b1f74ffc",2,0.433747563352826,0.001,3,"0a10abda6ccb2d451ed85858b1f74ffc","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Sphingomonadales","D_4__Sphingomonadaceae","D_5__Ellin6055","D_6__uncultured bacterium"
"5","13ac22eeac70f3d0c5c995dc9ec156a5",2,0.459793126459793,0.001,2,"13ac22eeac70f3d0c5c995dc9ec156a5","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Nostocales","D_4__Phormidiaceae","D_5__Trichocoleus SAG 26.92","D_6__Coleofasciculus chthonoplastes EcFYyyyy00"
"6","14e47d947473cf415b091bf01f98a0ca",2,0.231244915915467,0.026,1,"14e47d947473cf415b091bf01f98a0ca","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Nostocales","D_4__Coleofasciculaceae","D_5__uncultured","D_6__uncultured bacterium"
"7","16c9f6c71228d7ff2dcf8529d41192ba",2,0.191016548463357,0.025,2,"16c9f6c71228d7ff2dcf8529d41192ba","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__uncultured","D_6__uncultured bacterium"
"8","1e7f77bca83d721a6714cae35cd662e7",2,0.325928044749555,0.016,1,"1e7f77bca83d721a6714cae35cd662e7","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhodobacterales","D_4__Rhodobacteraceae","D_5__Rubellimicrobium","D_6__uncultured bacterium"
"9","2254623ffdac415b7930c099949998c4",2,0.1364522417154,0.046,6,"2254623ffdac415b7930c099949998c4","D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteriia","D_3__Solibacterales","D_4__Solibacteraceae (Subgroup 3)","D_5__Bryobacter","D_6__uncultured bacterium"
"10","284c999f00892c41bee16879639b57b5",2,0.412397309962159,0.002,10,"284c999f00892c41bee16879639b57b5","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Nostocales","D_4__Cyanobacteriaceae","D_5__uncultured bacterium","D_6__uncultured bacterium"
