OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
929800995dbd80124bd987bcf6912931,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
da94ef95389281c2b3188f5c25085531,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
c601e5595a74d87843c5eb6ccd4866e0,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
efba76fd574127b29e57f223027c1e58,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,NA
153ec3f850fdbb4be685ecbbbe15ff31,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,uncultured,uncultured bacterium
a84830665f530c5c4fe6193987cb18e4,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,metagenome
0cb12343217e89991f3f9b0346deda01,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,uncultured bacterium,uncultured bacterium
1f062b631901b635358c9481af082617,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
953a0de545010ddf9b041e529fc1eff4,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
8de5a18ac2272a028e6488e43e1164f8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
698f0c96c514d1d98c82a648d886ec24,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
d7506bbe11082b7e6f0991a448a9ba22,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured soil bacterium
0fbe94ce27ca2a328e305ce96fdb681f,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus Chloroploca,Candidatus Chloroploca asiatica
f6088db9a172d531b16688b03cc92100,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
bc5784255225141900eaf3b58c186677,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA
b8bc8221b9a914cafec59564f08a4328,Bacteria,NA,NA,NA,NA,NA,NA
b2544047c1e7609ac9ecf398779295ad,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA
802151508bd362d66e7cdb418a6bc280,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),24-Nov,uncultured bacterium,uncultured bacterium,uncultured bacterium
57d5352eb34771e0f1d348cb59fae03c,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,NA
6c473687a1305534ba3b1c24556a9ac2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
5dfbc953a38f31582e41ca452a53685b,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
130d38c5a3a467b29d663d7d4b978ab9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured,NA,NA
1039323a2bc6bee20c52230a121b0da2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
595a0fd0ae2479b64239b625df9d938d,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
a718a7adb8e844bf407a5a0c84770e93,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,metagenome,metagenome
a7b23ad2181cd063d8b8c16b018b4141,Unassigned,NA,NA,NA,NA,NA,NA
e1b9d60e78c001c5d84f066d5123dc34,Unassigned,NA,NA,NA,NA,NA,NA
93af2e169a98bcb0781988b5febbd9db,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
7891f82204df410e370e02b7ff9a3b12,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
8fc7c4f845b7809606690a0353585004,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,NA
15baec67f0aa7af52ef72e28bc613339,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
dcc258b11e30863cd3ee9faec9fcdcef,Bacteria,Actinobacteria,Acidimicrobiia,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium
eeeddd01eea332595526caa7281cea9e,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,Gemmata sp. Fl1-1
af0bf2979b20c2359f7504e8b6a15692,Bacteria,NA,NA,NA,NA,NA,NA
a176dfac3a6d979c62ee15fb889f6975,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus,uncultured bacterium
6d5ca948950ce71fdf7f56ffe4341c61,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
4440962064284c5e3b0f57469485658d,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,uncultured bacterium,uncultured bacterium
a3ee9f660a4d2d2ef3cf404282ab992f,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium
17d66121583bb6fc117391e685a8f4c7,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella,uncultured bacterium
132162c0d21eca8b472a7d3af76ed3c1,Bacteria,Actinobacteria,Acidimicrobiia,NA,NA,NA,NA
d7d8621771fa4721b1b8cfe5526ae24b,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,uncultured bacterium,uncultured bacterium
ee7eef09511e8713fa9b93a3e2dae51a,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,uncultured bacterium,uncultured bacterium,uncultured bacterium
52c7ffcb56a1acab7ee5b387901741b3,Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
4ef940b2de5a7f0a4d0a575625ced1fd,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
306d602fd506c54be33ae73086179cd7,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
bd9bcace8d162f8b05294680caadb9f4,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,NA
430a5cdc486d4bb34c1116041a3a26e8,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
7de74a4fe93666c75fa7931ab91fdd98,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,NA
69caf8acf83bfed4cacd19c25c604730,Bacteria,NA,NA,NA,NA,NA,NA
7c9e50d740235cee7c8e6d638c8e0dec,Bacteria,Armatimonadetes,uncultured,metagenome,metagenome,metagenome,metagenome
5f4a3c22fc886ee09a326695897f5db8,Bacteria,Armatimonadetes,uncultured,metagenome,metagenome,metagenome,metagenome
25c6d3938342d9799f03c7f9f2feccc0,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
f959a187982a3c9a0a2ee618251fd35f,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
a4fa1a59ae177d783fb97794ef0ee9ef,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
4e2d60dd38f897b685d6667fba185d1e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,uncultured bacterium,uncultured bacterium
3faf5359e757dbdc2942bfe4ed1853f2,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium,uncultured bacterium
3a9cb018431e214ab39c25bf9b1140ae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7,uncultured bacterium
8249823b64c98266ee62dd6a4a0fe9bd,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
38391a789ee359ca77226b737c45f9cf,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium
68cc6199cfafc2e7ba1de10b2b6550cc,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
40e26ed899a1776b609ffca44266894b,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f19aec7da7f46d449a219976b98441ab,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
1e86dae97a6ad28aee53e7dd657e9f28,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,uncultured Chloroflexi bacterium
f9505aa72e83a4f82e6ed1770bfe37c0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,NA
2ebb66c5137093cc221b81f04a78d831,Bacteria,Actinobacteria,Acidimicrobiia,uncultured,uncultured Acidimicrobiales bacterium,uncultured Acidimicrobiales bacterium,uncultured Acidimicrobiales bacterium
e9ae8a7fb03e6a77816c79adab225189,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
81ba26436dd4601e67e65956406d4b07,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured Chloroflexi bacterium
2611e4a4db4530600971b8d412c9be93,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA
4f79552b6cd75ac589ce0d7712ea8c84,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured Armatimonadetes bacterium,uncultured Armatimonadetes bacterium,uncultured Armatimonadetes bacterium
51722b465e5c4f33a7854eee15dd740d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter,NA
212409c3bad5c54e82836fb7a0c0d04a,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,NA
8ffd8660d70a56d4586e38276c90d0d2,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
18776e053d93e0e31c62ba42ad08413a,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
a9dd3f0b5685bf1de4908cf05a394537,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),NA,NA,NA
a7bfac665cc4741d4c6529e8d5adf96e,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured soil bacterium,uncultured soil bacterium
40ca5d68f28b6961a3931c05834e1298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
fb872f7a14f6dfaccdf070d0da982344,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
45399a4855f2186e68b46a6799892947,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,NA
9dd0764305436a0384fae28b31c15bcd,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
8275fa04c98cb3837d683e32d7ca2407,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured bacterium
966d7c38e7605b22590712645db6572f,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA
5e418125e01f3f1539067581704b410a,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium
361226ab4ddbffd1e3d0ee5cfdb83f51,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
34a866798f15c8656e27cb065d33cb68,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,NA
3bb57f7979701e10d9ea2c4fb585f7a5,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA
de119f4e2df5ccf5058509b6a56cbfef,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
0fe9173db60d0789a3f790f5a2a0bded,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,uncultured,uncultured proteobacterium,uncultured proteobacterium
cccefeff2b5fba729bf1d251382ae124,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium,uncultured bacterium
81065cf5fabfdb78d8989d8b5cffd3b8,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,uncultured bacterium,uncultured bacterium
839a82353b92b76f6b7ba9706db5b407,Bacteria,Acidobacteria,Holophagae,Subgroup 7,NA,NA,NA
883defb9a328bf2eb3b3532b327c0f62,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium
2254623ffdac415b7930c099949998c4,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured bacterium
3652f0d12b98e74a4dd7ed1350ec93e3,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,NA
559855984cb5faa61397cc6f1073572d,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
4418a16d734c927329a3a0ad025fbaf7,Bacteria,Gemmatimonadetes,S0134 terrestrial group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
119e434bceac501a68b6e5a06df74b97,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,uncultured Azospirillum sp.
4b0e2550d806374cc9c9567429dcce5e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
7958b68f6b7020845bb7a2606c191521,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,uncultured,uncultured cyanobacterium
522b7f9e0f5e0f0bdd8ddceb5763daf7,Bacteria,Armatimonadetes,uncultured,uncultured Firmicutes bacterium,uncultured Firmicutes bacterium,uncultured Firmicutes bacterium,uncultured Firmicutes bacterium
174f765f0d5774571b388a40fb7adac1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA,NA
2ea2e561cb17327fee31d4ce3fc505a2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
f29dd86aa0a446c9ef308358cae6bce9,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA
790090ebf624a8edfc9a5f6f66b2a009,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured delta proteobacterium
81ae547381d8ac73834664bae8aca62d,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
a2de6bf62ff9ba6f91b99b41be90d933,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
0fa497fb802811fd13484ef87f1e78ca,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,uncultured bacterium
dc1838ba07ffa3ccf2256626d5c97164,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,NA,NA
ce521944d9616a56dc2fa88e73eb2d0b,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,uncultured Caldilinea sp.
8ebe5fb1f6145033691d87f2d85990e4,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured bacterium
0c4f8e91c988c25cc353753f860f7908,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
fb47e766088a77431de335d3a0bd1d24,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,NA
ef5fbba08d765349c8e53e8241f9a645,Bacteria,Armatimonadetes,uncultured,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
d99566ba1cbf6f69e0807fc89c87466b,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome
c3115321882db163292bc6d4030108c3,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
c6de9934e6e72721afe8347d05695938,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,uncultured,uncultured bacterium
