OTU ID	Taxon	Confidence
#q2:types	categorical	numeric
929800995dbd80124bd987bcf6912931	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__uncultured bacterium	0.98886051239608
da94ef95389281c2b3188f5c25085531	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96	0.999462843845043
c601e5595a74d87843c5eb6ccd4866e0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.999651602376251
efba76fd574127b29e57f223027c1e58	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured	0.912848948351244
153ec3f850fdbb4be685ecbbbe15ff31	D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;D_5__uncultured;D_6__uncultured bacterium	0.958256677123487
a84830665f530c5c4fe6193987cb18e4	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Conexibacter;D_6__metagenome	0.854165479992222
0cb12343217e89991f3f9b0346deda01	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Kallotenuales;D_4__AKIW781;D_5__uncultured bacterium;D_6__uncultured bacterium	0.999668251716434
1f062b631901b635358c9481af082617	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae	0.999999996119229
953a0de545010ddf9b041e529fc1eff4	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	0.87390175139849
8de5a18ac2272a028e6488e43e1164f8	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Altererythrobacter	0.869932399134504
698f0c96c514d1d98c82a648d886ec24	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__uncultured bacterium	0.88198002613584
d7506bbe11082b7e6f0991a448a9ba22	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Acidiphilium;D_6__uncultured soil bacterium	0.784017715054556
0fbe94ce27ca2a328e305ce96fdb681f	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__Candidatus Chloroploca;D_6__Candidatus Chloroploca asiatica	0.888320430352674
f6088db9a172d531b16688b03cc92100	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae	0.752337886228512
bc5784255225141900eaf3b58c186677	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured	0.952168685428154
b8bc8221b9a914cafec59564f08a4328	D_0__Bacteria	0.996763371119675
b2544047c1e7609ac9ecf398779295ad	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Azospirillaceae;D_5__Skermanella	0.938881715533631
802151508bd362d66e7cdb418a6bc280	D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.979551945138236
57d5352eb34771e0f1d348cb59fae03c	D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter	0.999252686038918
6c473687a1305534ba3b1c24556a9ac2	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae	0.999997792738454
5dfbc953a38f31582e41ca452a53685b	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia;D_3__Longimicrobiales;D_4__Longimicrobiaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.945212486885904
130d38c5a3a467b29d663d7d4b978ab9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__uncultured	0.999855889883016
1039323a2bc6bee20c52230a121b0da2	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter;D_6__uncultured bacterium	0.712238321379698
595a0fd0ae2479b64239b625df9d938d	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Adhaeribacter;D_6__uncultured bacterium	0.991869741536515
a718a7adb8e844bf407a5a0c84770e93	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__metagenome;D_6__metagenome	0.9860306856712
a7b23ad2181cd063d8b8c16b018b4141	Unassigned	0.815990302941537
e1b9d60e78c001c5d84f066d5123dc34	Unassigned	0.640524388882695
93af2e169a98bcb0781988b5febbd9db	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia;D_3__Longimicrobiales;D_4__Longimicrobiaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.950989079211091
7891f82204df410e370e02b7ff9a3b12	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.999840768543176
8fc7c4f845b7809606690a0353585004	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Adhaeribacter	0.999919529367296
15baec67f0aa7af52ef72e28bc613339	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales	0.999999306736934
dcc258b11e30863cd3ee9faec9fcdcef	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.834498572161981
eeeddd01eea332595526caa7281cea9e	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Gemmata;D_6__Gemmata sp. Fl1-1	0.724475244912817
af0bf2979b20c2359f7504e8b6a15692	D_0__Bacteria	0.999998708183809
a176dfac3a6d979c62ee15fb889f6975	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Craurococcus;D_6__uncultured bacterium	0.974180762851641
6d5ca948950ce71fdf7f56ffe4341c61	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10	0.999996285080472
